res_id,ability,age,educyears,isfarmer,yearsfarming,yearsmanagingfarm,outsidewage,worriedaboutcropprices,worriedaboutcropyields
5269,44,78,,Yes,60,50,9999999999,Not at all,Not at all
5270,55,23,4,Yes,14,8,9999999999,Sometimes,Sometimes
5271,52,50,,Yes,30,5,9999999999,Not at all,All the time
5272,63,32,,Yes,23,1,300000,Not at all,All the time
5273,67,68,,Yes,50,1,9999999999,Not at all,All the time
5274,51,40,,Yes,37,1,9999999999,Not at all,All the time
5275,79,65,,Yes,58,1,100000,Sometimes,Sometimes
5276,74,68,,Yes,58,3,500000,Not at all,All the time
5277,74,53,,Yes,36,3,9999999999,Not at all,Not at all
5278,68,32,1,Yes,25,7,1000000,Not at all,Sometimes
5279,80,69,,Yes,60,4,300000,Not at all,All the time
5280,66,59,,Yes,47,6,9999999999,Not at all,All the time
5281,64,69,,Yes,59,3,9999999999,Sometimes,All the time
5282,65,54,,Yes,40,3,9999999999,Not at all,All the time
5283,48,45,1,Yes,38,1,1000000,Sometimes,All the time
5284,58,65,12,Yes,50,22,9999999999,All the time,Not at all
5285,50,63,4,Yes,50,18,9999999999,All the time,Not at all
5286,62,58,,Yes,40,10,9999999999,Sometimes,All the time
5287,71,59,,Yes,30,15,9999999999,Sometimes,All the time
5288,59,70,,Yes,50,20,9999999999,Not at all,All the time
5289,61,53,,Yes,40,20,9999999999,All the time,All the time
5290,44,29,,Yes,10,5,9999999999,All the time,All the time
5291,50,50,,Yes,35,1,9999999999,All the time,All the time
5292,49,45,5,Yes,20,5,100000,All the time,All the time
5293,51,48,3,Yes,30,1,100000,All the time,All the time
5294,79,39,,Yes,19,3,9999999999,All the time,Not at all
5295,74,79,15,Yes,54,4,9999999999,Not at all,All the time
5296,61,30,6,Yes,20,5,9999999999,Not at all,Not at all
5297,52,28,3,Yes,15,6,9999999999,Sometimes,Not at all
5298,69,70,,Yes,60,5,9999999999,All the time,All the time
5299,54,56,6,Yes,40,35,9999999999,Not at all,Not at all
5300,50,55,,Yes,45,1,9999999999,All the time,Not at all
5301,52,45,,Yes,30,20,9999999999,All the time,All the time
5302,52,43,,Yes,33,15,200000,All the time,All the time
5303,56,28,,Yes,20,5,9999999999,Not at all,Not at all
5304,57,32,,Yes,23,9,9999999999,All the time,Not at all
5305,48,43,,Yes,30,1,9999999999,All the time,Not at all
5306,57,77,,Yes,45,3,9999999999,Not at all,Not at all
5307,49,26,,Yes,18,1,9999999999,Sometimes,Not at all
5308,68,50,,Yes,35,2,9999999999,Not at all,Not at all
5309,54,34,,Yes,14,14,9999999999,All the time,All the time
5310,50,32,,Yes,6,1,9999999999,All the time,Not at all
5311,48,39,,Yes,20,10,9999999999,Not at all,Not mentioned
5312,58,39,1,Yes,24,15,9999999999,Not mentioned,Not at all
5313,72,60,1,Yes,52,40,350000,Not at all,All the time
5314,49,42,,Yes,32,7,9999999999,All the time,Sometimes
5315,80,60,,Yes,50,30,9999999999,All the time,All the time
5316,46,45,,Yes,30,10,9999999999,Not at all,Not at all
5317,54,57,8,Yes,50,5,9999999999,All the time,Not at all
5318,43,51,,Yes,35,30,9999999999,Sometimes,Not at all
5319,93,32,,Yes,25,1,100000,All the time,All the time
5320,84,60,,Yes,50,10,9999999999,All the time,All the time
5321,64,40,,Yes,28,2,9999999999,Sometimes,Sometimes
5322,75,63,,Yes,40,2,9999999999,Not at all,All the time
5323,58,66,,Yes,50,3,9999999999,All the time,All the time
5324,65,70,,Yes,40,30,9999999999,Not at all,Not at all
5325,41,70,,Yes,59,4,9999999999,All the time,Not at all
5326,73,66,1,Yes,60,40,9999999999,All the time,All the time
5327,48,59,,Yes,40,25,9999999999,Not at all,Not at all
5328,80,62,3,Yes,50,4,9999999999,All the time,All the time
5329,58,34,,Yes,20,1,9999999999,All the time,All the time
5330,83,70,3,Yes,60,50,9999999999,All the time,All the time
5331,63,28,,Yes,17,8,9999999999,All the time,All the time
5332,65,52,2,Yes,40,5,9999999999,Sometimes,Not at all
5333,44,70,,Yes,60,50,9999999999,All the time,Sometimes
5334,79,56,,Yes,45,45,300000,Sometimes,All the time
5335,66,51,,Yes,39,10,9999999999,All the time,All the time
5336,52,70,,Yes,60,5,9999999999,All the time,Not at all
5337,44,38,,Yes,20,18,9999999999,Sometimes,Not at all
5338,80,45,3,Yes,38,2,9999999999,Sometimes,Sometimes
5339,59,46,,Yes,39,2,9999999999,All the time,All the time
5340,66,64,,Yes,49,4,9999999999,Not at all,Not at all
5341,73,65,,Yes,55,4,9999999999,All the time,All the time
5342,61,36,,Yes,21,6,9999999999,All the time,All the time
5343,61,33,,Yes,25,14,200000,All the time,All the time
5344,59,44,3,Yes,37,29,9999999999,All the time,All the time
5345,46,30,,Yes,20,10,9999999999,Sometimes,Not at all
5346,58,42,,Yes,36,36,9999999999,Sometimes,Not at all
5347,59,44,5,Yes,36,30,9999999999,All the time,All the time
5348,75,60,,Yes,54,46,9999999999,All the time,All the time
5349,70,49,,Yes,20,10,9999999999,All the time,All the time
5350,58,52,2,Yes,46,14,9999999999,Not at all,Sometimes
5351,83,52,5,Yes,46,46,9999999999,All the time,All the time
5352,69,64,6,Yes,57,39,9999999999,Not at all,Not at all
5353,57,25,,Yes,15,10,150000,All the time,All the time
5354,70,73,2,Yes,63,53,9999999999,All the time,All the time
5355,60,64,2,Yes,40,25,9999999999,Not at all,Not at all
5356,55,42,,Yes,30,5,9999999999,All the time,Not at all
5357,59,56,,Yes,47,27,9999999999,All the time,All the time
5358,52,45,,Yes,32,30,9999999999,Sometimes,Sometimes
5359,80,66,1,Yes,56,30,9999999999,Sometimes,All the time
5360,75,55,,Yes,40,40,9999999999,All the time,All the time
5361,66,48,,Yes,25,1,9999999999,Not at all,Not at all
5362,66,46,,Yes,39,3,9999999999,Not at all,Not at all
5363,56,70,2,Yes,62,5,9999999999,All the time,All the time
5364,64,52,5,Yes,40,3,15000,All the time,All the time
5365,56,54,,Yes,25,7,9999999999,Not at all,Not at all
5366,63,59,,Yes,50,40,9999999999,All the time,All the time
5367,57,46,4,Yes,39,6,9999999999,All the time,Not at all
5368,51,40,7,Yes,26,13,300000,Not at all,Sometimes
5369,90,67,,Yes,60,50,9999999999,Not at all,All the time
5370,85,49,3,Yes,42,26,300000,Sometimes,All the time
5371,56,40,,Yes,30,3,9999999999,Sometimes,All the time
5372,52,39,,Yes,29,2,9999999999,All the time,Not at all
5373,57,52,4,Yes,31,7,9999999999,All the time,All the time
5374,70,66,3,Yes,59,26,9999999999,All the time,All the time
5375,61,30,,Yes,20,5,9999999999,Not at all,Not at all
5376,55,50,,Yes,40,2,9999999999,Not at all,Not at all
5377,63,35,,Yes,25,1,750000000,All the time,All the time
5378,69,50,,Yes,35,2,750000000,All the time,All the time
5379,58,40,14,Yes,25,6,9999999999,Not at all,Not at all
5380,83,52,1,Yes,42,20,200000,All the time,All the time
5381,68,55,2,Yes,35,35,500000,All the time,All the time
5382,39,26,,Yes,10,2,9999999999,All the time,Not at all
5383,70,45,10,Yes,22,1,9999999999,All the time,All the time
5384,52,50,1,Yes,40,20,9999999999,All the time,All the time
5385,61,55,,Yes,10,3,120000,All the time,All the time
5386,70,63,,Yes,35,35,9999999999,Not at all,Sometimes
5387,41,54,,Yes,40,30,9999999999,All the time,All the time
5388,79,60,12,Yes,40,2,9999999999,All the time,All the time
5389,79,60,,Yes,51,2,9999999999,All the time,All the time
5390,67,42,5,Yes,40,30,9999999999,All the time,All the time
5391,52,38,6,Yes,30,1,9999999999,Not at all,Not at all
5392,72,37,,Yes,50,3,9999999999,All the time,Not at all
5393,63,50,,Yes,40,1,9999999999,Sometimes,Sometimes
5394,75,38,,Yes,22,14,9999999999,Not at all,Not at all
5395,75,35,3,Yes,20,1,9999999999,All the time,Not at all
5396,69,72,1,Yes,60,4,9999999999,All the time,All the time
5397,47,64,,Yes,50,50,9999999999,All the time,All the time
5398,63,60,,Yes,50,40,9999999999,Not at all,Not at all
5399,72,65,10,Yes,40,30,9999999999,All the time,All the time
5400,83,63,1,Yes,40,35,225000,All the time,Sometimes
5401,72,77,,Yes,70,60,9999999999,All the time,All the time
5402,64,37,1,Yes,27,12,9999999999,All the time,All the time
5403,82,46,7,Yes,31,2,9999999999,All the time,All the time
5404,55,28,5,Yes,15,3,9999999999,Sometimes,Sometimes
5405,54,42,6,Yes,30,10,9999999999,All the time,All the time
5406,51,35,,Yes,25,2,9999999999,All the time,All the time
5407,56,83,2,Yes,10,10,9999999999,All the time,All the time
5408,57,50,,Yes,30,1,9999999999,All the time,Sometimes
5409,43,36,,Yes,20,1,9999999999,Sometimes,Not at all
5410,56,43,,Yes,33,1,9999999999,All the time,All the time
5411,52,35,10,Yes,27,10,9999999999,Not at all,Not at all
5412,72,72,,Yes,63,4,9999999999,All the time,All the time
5413,53,50,,Yes,42,20,9999999999,Not at all,All the time
5414,55,30,3,Yes,21,7,200000,All the time,All the time
5415,62,38,,Yes,30,1,100000,All the time,All the time
5416,52,35,,Yes,25,2,9999999999,Not at all,Not at all
5417,48,32,,Yes,12,2,9999999999,Not at all,Not at all
5418,80,55,2,Yes,45,3,9999999999,All the time,Not at all
5419,75,60,7,Yes,50,3,9999999999,All the time,All the time
5420,54,52,,Yes,40,2,9999999999,All the time,All the time
5421,51,40,6,Yes,30,10,9999999999,Not at all,Not at all
5422,52,50,3,Yes,35,30,9999999999,All the time,All the time
5423,67,53,10,Yes,40,2,25000000,Sometimes,All the time
5424,80,57,5,Yes,47,6,9999999999,Not at all,Not at all
5425,77,49,,Yes,40,40,9999999999,All the time,All the time
5426,43,70,6,Yes,54,54,9999999999,All the time,Not at all
5427,60,31,,Yes,25,1,9999999999,Not at all,Not at all
5428,66,65,3,Yes,45,25,9999999999,Not at all,Not at all
5429,66,56,6,Yes,40,18,9999999999,Not at all,Not at all
5430,40,60,,Yes,36,22,9999999999,Sometimes,All the time
5431,61,35,4,Yes,25,1,9999999999,All the time,Sometimes
5432,62,57,,Yes,40,2,9999999999,Not at all,Not at all
5433,88,49,10,Yes,30,2,9999999999,Sometimes,All the time
5434,63,35,,Yes,20,1,9999999999,Not at all,Not at all
5435,62,27,,Yes,17,2,9999999999,Sometimes,Sometimes
5436,55,66,3,Yes,59,3,500000,Not at all,Not at all
5437,55,41,,Yes,30,1,100000,All the time,Sometimes
5438,81,55,6,Yes,45,4,9999999999,Not at all,Not at all
5439,62,59,,Yes,50,5,9999999999,All the time,All the time
5440,59,54,,Yes,40,3,9999999999,All the time,Not at all
5441,73,50,2,Yes,40,1,9999999999,Sometimes,Sometimes
5442,84,54,4,Yes,44,1,9999999999,All the time,Sometimes
5443,70,30,4,Yes,20,10,300000,Not at all,Sometimes
5444,54,29,,Yes,19,4,9999999999,All the time,Sometimes
5445,62,57,,Yes,30,2,9999999999,All the time,All the time
5446,61,29,1,Yes,20,2,9999999999,All the time,Sometimes
5447,48,61,,Yes,52,47,9999999999,Not at all,Sometimes
5448,74,41,,Yes,37,2,9999999999,Not at all,Not at all
5449,85,60,1,Yes,58,2,9999999999,Not at all,Not at all
5450,73,60,8,Yes,55,6,9999999999,Sometimes,Not at all
5451,73,83,5,Yes,60,60,9999999999,All the time,Sometimes
5452,43,32,5,Yes,9,9,9999999999,Not at all,Not at all
5453,82,52,15,Yes,40,1,9999999999,Sometimes,Sometimes
5454,48,30,6,Yes,20,10,400000,Not at all,Not at all
5455,48,40,8,Yes,30,8,9999999999,All the time,Not at all
5456,68,76,,Yes,70,45,9999999999,All the time,All the time
5457,82,63,3,Yes,49,25,100000,All the time,All the time
5458,81,52,,Yes,49,20,9999999999,Sometimes,All the time
5459,55,41,6,Yes,30,2,400000,Sometimes,Sometimes
5460,14,49,,No,,,,,
5461,54,56,11,Yes,46,8,9999999999,All the time,Not at all
5462,75,52,5,Yes,46,27,300000,Sometimes,Sometimes
5463,56,66,,Yes,50,1,9999999999,Sometimes,Sometimes
5464,41,46,,Yes,4,4,9999999999,All the time,Not at all
5465,86,50,,Yes,40,30,9999999999,All the time,All the time
5466,53,28,,Yes,45,3,200000,All the time,All the time
5467,64,36,,Yes,20,1,9999999999,All the time,All the time
5468,62,40,15,Yes,10,7,9999999999,All the time,All the time
5469,51,24,,Yes,14,9,9999999999,All the time,All the time
5470,68,45,,Yes,35,1,9999999999,All the time,All the time
5471,79,41,1,Yes,30,1,9999999999,Not at all,Not at all
5472,57,46,5,Yes,40,7,9999999999,All the time,All the time
5473,64,50,1,Yes,40,1,9999999999,Not at all,Not at all
5474,48,50,2,Yes,52,8,9999999999,All the time,Sometimes
5475,51,37,,Yes,30,1,9999999999,Not at all,Not at all
5476,66,78,,Yes,60,5,9999999999,Not at all,Sometimes
5477,64,41,,Yes,35,3,9999999999,All the time,All the time
5478,69,44,3,Yes,36,2,9999999999,Sometimes,Not at all
5479,66,45,2,Yes,28,3,9999999999,All the time,All the time
5480,60,55,,Yes,40,2,9999999999,Not at all,Not at all
5481,94,44,15,Yes,30,20,1500000000,All the time,All the time
5482,73,43,,Yes,33,1,9999999999,All the time,All the time
5483,54,68,,Yes,50,30,9999999999,All the time,Sometimes
5484,52,34,15,Yes,20,4,9999999999,All the time,All the time
5485,70,72,,Yes,60,6,9999999999,All the time,All the time
5486,72,60,2,Yes,40,20,9999999999,Not at all,All the time
5487,82,52,12,Yes,20,1,95000,Not at all,All the time
5488,64,56,7,Yes,50,3,9999999999,All the time,All the time
5489,62,67,,Yes,57,3,9999999999,All the time,All the time
5490,57,41,3,Yes,30,2,9999999999,All the time,Sometimes
5491,54,42,3,Yes,30,1,9999999999,Sometimes,Not at all
5492,86,60,,Yes,53,4,9999999999,All the time,All the time
5493,17,63,12,No,,,,,
5494,57,55,6,Yes,18,1,9999999999,Sometimes,Sometimes
5495,63,33,11,Yes,15,8,9999999999,Sometimes,All the time
5496,44,28,15,Yes,10,8,1185000,Sometimes,Sometimes
5497,58,39,1,Yes,15,1,300000,Not at all,All the time
5498,16,34,,No,,,,,
5499,17,44,,No,,,,,
5500,17,36,4,No,,,,,
5501,84,62,,Yes,50,4,9999999999,Sometimes,All the time
5502,16,30,,No,,,,,
5503,47,37,,Yes,25,2,9999999999,Sometimes,All the time
5504,62,32,5,Yes,10,4,9999999999,Sometimes,All the time
5505,72,43,10,Yes,20,1,9999999999,Sometimes,All the time
5506,50,33,Not Mentioned,Yes,20,1,9999999999,Sometimes,Sometimes
5507,67,70,,Yes,50,3,9999999999,Sometimes,Sometimes
5508,16,30,,No,,,,,
5509,17,35,6,No,,,,,
5510,82,50,,Yes,45,20,200000,Sometimes,Not at all
5511,51,38,,Yes,30,1,20000,Sometimes,Sometimes
5512,73,73,10,Yes,-9,-9,9999999999,Sometimes,Not at all
5513,15,40,,No,,,,,
5514,50,42,3,Yes,10,5,9999999999,All the time,All the time
5515,55,54,8,Yes,46,15,9999999999,Not at all,Not at all
5516,79,55,,Yes,30,23,9999999999,All the time,Sometimes
5517,62,55,4,Yes,20,14,9999999999,Sometimes,All the time
5518,51,74,,Yes,33,1,9999999999,Not at all,Sometimes
5519,50,65,20,Yes,55,30,9999999999,All the time,All the time
5520,64,51,6,Yes,36,19,9999999999,Sometimes,Sometimes
5521,44,50,,Yes,14,6,9999999999,Sometimes,Sometimes
5522,63,36,4,Yes,26,1,9999999999,All the time,All the time
5523,55,29,12,Yes,22,1,9999999999,Not at all,All the time
5524,61,45,,Yes,35,1,9999999999,Not at all,Sometimes
5525,51,30,,Yes,25,1,360000,Sometimes,Not at all
5526,50,60,6,Yes,40,9,9999999999,All the time,All the time
5527,50,47,,Yes,26,1,9999999999,Not at all,Not at all
5528,58,25,4,Yes,54,40,9999999999,Sometimes,All the time
5529,55,45,,Yes,35,20,9999999999,Not at all,Sometimes
5530,62,60,,Yes,50,3,9999999999,Sometimes,Sometimes
5531,40,35,8,No,,,,,
5532,60,58,,Yes,40,3,300000,Sometimes,Not at all
5533,81,50,,Yes,26,2,9999999999,Sometimes,Sometimes
5534,86,56,,Yes,46,3,9999999999,Sometimes,Sometimes
5535,56,58,5,Yes,25,1,9999999999,Sometimes,All the time
5536,57,57,11,Yes,19,1,9999999999,Sometimes,All the time
5537,51,28,19,Yes,8,1,90000,Sometimes,All the time
5538,55,29,11,Yes,16,1,9999999999,All the time,Sometimes
5539,50,40,,Yes,30,2,9999999999,Sometimes,All the time
5540,65,40,6,Yes,6,4,9999999999,Sometimes,All the time
5541,80,68,4,Yes,27,2,9999999999,Sometimes,All the time
5542,46,70,,Yes,60,2,9999999999,Not at all,Not at all
5543,43,35,20,Yes,26,9,9999999999,All the time,Not at all
5544,81,63,15,Yes,30,28,2060000,Not at all,All the time
5545,51,35,,Yes,20,7,9999999999,Sometimes,Sometimes
5546,62,30,15,Yes,12,6,5000000,Sometimes,Sometimes
5547,57,56,,Yes,45,40,9999999999,Sometimes,All the time
5548,52,40,2,Yes,33,23,1000000000,Sometimes,Sometimes
5549,61,54,,Yes,30,25,9999999999,Sometimes,Sometimes
5550,74,55,,Yes,48,30,9999999999,Not at all,Not at all
5551,57,51,6,Yes,30,20,9999999999,Sometimes,All the time
5552,51,47,,Yes,10,10,9999999999,Sometimes,Not at all
5553,43,47,1,Yes,59,40,9999999999,Sometimes,Not at all
5554,49,67,,Yes,50,30,9999999999,All the time,Sometimes
5555,52,51,6,Yes,30,1,9999999999,Sometimes,All the time
5556,48,57,,Yes,57,3,9999999999,Sometimes,Sometimes
5557,96,50,4,Yes,30,2,9999999999,All the time,All the time
5558,49,60,,Yes,40,1,9999999999,Sometimes,Not at all
5559,63,47,2,Yes,30,3,1000000,Not at all,Sometimes
5560,70,63,,Yes,43,2,9999999999,All the time,All the time
5561,64,50,5,Yes,30,19,9999999999,Not at all,Sometimes
5562,58,50,,Yes,27,9,9999999999,Sometimes,Not at all
5563,49,41,6,Yes,30,20,9999999999,Sometimes,Sometimes
5564,66,50,,Yes,30,1,9999999999,Sometimes,Sometimes
5565,51,28,8,Yes,15,1,9999999999,Sometimes,Sometimes
5566,44,30,,Yes,20,9,9999999999,All the time,All the time
5567,42,34,,Yes,20,1,9999999999,Sometimes,Sometimes
5568,54,53,4,Yes,40,8,9999999999,Sometimes,Sometimes
5569,70,75,,Yes,60,3,9999999999,Not at all,All the time
5570,42,47,,Yes,40,3,9999999999,Sometimes,Not at all
5571,56,50,,Yes,37,3,9999999999,Sometimes,Sometimes
5572,53,60,,Yes,55,3,9999999999,All the time,All the time
5573,57,58,,Yes,50,3,9999999999,All the time,All the time
5574,54,25,,Yes,15,5,9999999999,All the time,All the time
5575,39,55,,Yes,9,2,9999999999,All the time,All the time
5576,50,36,,Yes,30,1,9999999999,All the time,All the time
5577,55,39,2,Yes,25,2,9999999999,All the time,All the time
5578,68,27,13,Yes,13,1,9999999999,Sometimes,Sometimes
5579,61,50,,Yes,30,3,9999999999,All the time,All the time
5580,83,70,,Yes,50,5,9999999999,All the time,All the time
5581,77,61,,Yes,28,2,9999999999,All the time,Sometimes
5582,74,51,9,Yes,23,2,9999999999,Sometimes,Sometimes
5583,74,60,,Yes,40,35,9999999999,All the time,Not at all
5584,44,55,,Yes,50,3,9999999999,All the time,All the time
5585,51,50,12,Yes,40,2,9999999999,All the time,All the time
5586,48,52,,Yes,40,3,9999999999,Sometimes,Sometimes
5587,37,30,,Yes,18,1,9999999999,Sometimes,Sometimes
5588,45,58,,Yes,45,1,9999999999,Sometimes,All the time
5589,56,53,,Yes,38,30,9999999999,Sometimes,Sometimes
5590,71,50,,Yes,30,3,9999999999,All the time,All the time
5591,56,42,4,Yes,35,35,9999999999,Sometimes,Sometimes
5592,70,48,,Yes,29,20,9999999999,Sometimes,Sometimes
5593,50,55,,Yes,30,25,9999999999,All the time,All the time
5594,62,37,3,Yes,27,5,9999999999,All the time,All the time
5595,53,70,,Yes,45,30,9999999999,Sometimes,All the time
5596,46,65,,Yes,55,50,9999999999,Sometimes,Sometimes
5597,37,68,,Yes,45,40,9999999999,Sometimes,All the time
5598,56,52,,Yes,38,25,9999999999,Sometimes,Sometimes
5599,63,28,5,Yes,18,4,9999999999,Sometimes,Sometimes
5600,56,46,,Yes,40,5,9999999999,All the time,All the time
5601,48,64,2,Yes,24,24,9999999999,Not at all,Sometimes
5602,60,28,12,Yes,18,18,750000,Sometimes,Sometimes
5603,56,37,9,Yes,30,20,9999999999,Sometimes,Sometimes
5604,65,35,12,Yes,15,1,300000,Sometimes,Sometimes
5605,60,40,9,Yes,26,20,9999999999,Sometimes,Sometimes
5606,55,18,9,Yes,16,1,9999999999,Sometimes,Sometimes
5607,35,25,6,Yes,3,1,9999999999,Sometimes,Sometimes
5608,54,70,4,Yes,55,25,9999999999,All the time,All the time
5609,63,50,,Yes,40,30,9999999999,Sometimes,Sometimes
5610,58,46,,Yes,19,9,9999999999,Sometimes,All the time
5611,82,41,3,Yes,27,1,9999999999,Sometimes,Sometimes
5612,64,63,,Yes,43,30,9999999999,Sometimes,All the time
5613,57,42,,Yes,28,2,9999999999,Sometimes,Sometimes
5614,56,35,,Yes,20,8,9999999999,Not at all,Not at all
5615,70,60,,Yes,45,3,9999999999,All the time,Sometimes
5616,77,60,,Yes,40,26,9999999999,Sometimes,Sometimes
5617,52,30,,Yes,10,6,300000,Sometimes,Sometimes
5618,90,52,6,Yes,45,2,3000000,Not at all,Not at all
5619,17,35,,No,,,,,
5620,78,35,7,Yes,25,1,9999999999,Sometimes,Sometimes
5621,49,33,,Yes,26,3,9999999999,All the time,Not at all
5622,46,49,,Yes,20,16,9999999999,Sometimes,Sometimes
5623,68,37,6,Yes,20,1,9999999999,Sometimes,Sometimes
5624,17,37,,No,,,,,
5625,55,57,9,Yes,20,1,9999999999,Not at all,Sometimes
5626,15,39,,No,,,,,
5627,62,67,,Yes,50,5,9999999999,Sometimes,Not at all
5628,65,45,6,Yes,27,1,9999999999,All the time,All the time
5629,58,39,,Yes,28,2,9999999999,Sometimes,Not at all
5630,58,25,9,Yes,18,1,9999999999,Not at all,Sometimes
5631,79,42,4,Yes,26,1,9999999999,Sometimes,Sometimes
5632,59,48,,Yes,38,1,9999999999,All the time,Not at all
5633,51,34,,Yes,15,10,200000,Sometimes,Sometimes
5634,73,72,,Yes,60,5,9999999999,Sometimes,Sometimes
5635,19,40,4,No,,,,,
5636,23,30,16,No,,,,,
5637,19,26,6,No,,,,,
5638,69,36,1,Yes,8,3,100000,Sometimes,All the time
5639,17,36,,No,,,,,
5640,61,46,,Yes,30,2,9999999999,Sometimes,Sometimes
5641,74,55,14,Yes,12,1,1300000,Sometimes,Sometimes
5642,17,40,4,No,,,,,
5643,54,38,,Yes,25,1,400000,Not at all,Not at all
5644,18,47,10,No,,,,,
5645,75,40,11,Yes,16,9,1600000,All the time,All the time
5646,82,62,14,Yes,26,2,1000000,All the time,Sometimes
5647,73,27,6,Yes,10,7,200000,Sometimes,All the time
5648,61,38,4,Yes,18,1,9999999999,Sometimes,Not at all
5649,56,28,,Yes,18,1,9999999999,Sometimes,Sometimes
5650,58,30,,Yes,20,1,9999999999,All the time,All the time
5651,60,65,,Yes,40,2,9999999999,Sometimes,Sometimes
5652,52,60,7,Yes,50,3,9999999999,Sometimes,Not at all
5653,49,35,,Yes,25,15,9999999999,Sometimes,Not at all
5654,76,48,20,Yes,30,30,9999999999,Sometimes,Sometimes
5655,52,25,,Yes,20,2,9999999999,Not at all,Sometimes
5656,81,52,,Yes,45,30,9999999999,Sometimes,Sometimes
5657,75,50,,Yes,30,20,9999999999,All the time,Sometimes
5658,64,60,6,Yes,50,2,9999999999,All the time,Sometimes
5659,69,47,7,Yes,29,23,9999999999,Sometimes,Sometimes
5660,64,65,,Yes,50,20,9999999999,Sometimes,Not at all
5661,74,70,,Yes,56,40,9999999999,Sometimes,Sometimes
5662,70,25,12,Yes,18,1,9999999999,Sometimes,Sometimes
5663,65,63,,Yes,50,1,9999999999,Sometimes,Sometimes
5664,75,40,9,Yes,30,1,9999999999,Sometimes,Sometimes
5665,46,61,,Yes,41,3,500000,Sometimes,All the time
5666,64,77,,Yes,43,3,9999999999,All the time,Sometimes
5667,45,37,8,No,,,,,
5668,54,60,,Yes,40,3,9999999999,Sometimes,Sometimes
5669,61,27,1,Yes,18,1,9999999999,Sometimes,Sometimes
5670,46,41,9,Yes,36,12,200000,Not at all,Not at all
5671,56,36,1,Yes,28,9,9999999999,Not at all,Not at all
5672,60,33,,Yes,27,1,9999999999,All the time,Sometimes
5673,54,40,2,Yes,30,1,9999999999,Not mentioned,Not mentioned
5674,65,25,,Yes,15,1,9999999999,Sometimes,Sometimes
5675,76,65,,Yes,40,3,9999999999,Not at all,Not at all
5676,86,58,6,Yes,50,2,9999999999,Not at all,Sometimes
5677,84,57,20,Yes,40,20,9999999999,All the time,All the time
5678,68,46,,Yes,31,1,9999999999,Not at all,Not at all
5679,69,43,9,Yes,37,2,9999999999,All the time,All the time
5680,52,29,,Yes,20,6,9999999999,All the time,All the time
5681,65,46,,Yes,14,12,400000,Not at all,Not at all
5682,80,56,11,Yes,44,3,9999999999,Not at all,Not at all
5683,62,45,,Yes,36,30,2000000,All the time,All the time
5684,85,45,10,Yes,35,25,200000,All the time,All the time
5685,76,45,,Yes,25,15,9999999999,All the time,All the time
5686,49,25,,Yes,17,3,9999999999,Not at all,Not at all
5687,68,50,,Yes,40,2,9999999999,Not at all,Not at all
5688,59,43,,Yes,6,4,9999999999,Not at all,Not at all
5689,56,63,,Yes,50,25,9999999999,Not at all,Not at all
5690,77,48,6,Yes,40,4,750000,All the time,All the time
5691,53,58,,Yes,51,2,9999999999,All the time,All the time
5692,70,28,,Yes,20,7,9999999999,Sometimes,All the time
5693,67,28,,Yes,18,8,9999999999,All the time,All the time
5694,65,60,,Yes,51,3,9999999999,All the time,All the time
5695,60,50,,Yes,40,5,9999999999,Not at all,Not at all
5696,50,70,,Yes,60,4,9999999999,Not at all,Not at all
5697,59,57,,Yes,48,2,9999999999,Sometimes,Not at all
5698,54,54,,Yes,40,10,9999999999,Sometimes,Sometimes
5699,64,65,,Yes,55,45,9999999999,All the time,All the time
5700,70,44,,Yes,36,1,9999999999,All the time,All the time
5701,56,47,12,Yes,26,17,480000,Not at all,Sometimes
5702,74,45,,Yes,30,20,9999999999,Not at all,Not at all
5703,61,42,1,Yes,30,17,9999999999,All the time,Not at all
5704,60,75,4,Yes,20,10,9999999999,All the time,All the time
5705,83,57,,Yes,40,4,9999999999,All the time,All the time
5706,69,37,3,Yes,30,1,9999999999,All the time,Sometimes
5707,69,50,,Yes,40,12,75000,Sometimes,Sometimes
5708,49,36,,Yes,20,8,9999999999,All the time,Not at all
5709,45,37,,Yes,30,4,144000,Not at all,Not at all
5710,56,65,2,Yes,57,50,9999999999,Not at all,Sometimes
5711,66,45,,Yes,5,5,9999999999,Not at all,Not at all
5712,52,31,1,Yes,15,10,9999999999,Not at all,Not at all
5713,62,36,3,Yes,15,5,500000,All the time,All the time
5714,49,21,12,Yes,11,4,9999999999,Not at all,Not at all
5715,63,33,4,Yes,24,1,9999999999,Not at all,Sometimes
5716,69,37,20,Yes,28,1,9999999999,Sometimes,Sometimes
5717,81,50,6,Yes,35,7,9999999999,Not at all,Not at all
5718,76,50,1,Yes,35,2,9999999999,Not at all,Not at all
5719,63,42,5,Yes,35,30,750000,All the time,Sometimes
5720,50,32,,Yes,20,1,9999999999,All the time,All the time
5721,58,72,,Yes,20,2,9999999999,All the time,All the time
5722,51,40,3,Yes,30,2,9999999999,Sometimes,Sometimes
5723,63,56,7,Yes,40,24,9999999999,Not at all,Sometimes
5724,70,51,1,Yes,45,1,9999999999,All the time,All the time
5725,57,35,,Yes,35,6,9999999999,All the time,All the time
5726,68,85,,Yes,35,5,9999999999,All the time,Sometimes
5727,63,70,,Yes,50,8,9999999999,Sometimes,Sometimes
